Date,ETH_Price
2025-04-18,1588.6
2025-04-17,1583.62
2025-04-17,1583.62
2025-04-16,1577.14
2025-04-16,1577.14
2025-04-16,1577.14
2025-04-14,1623.77
2025-04-14,1623.77
2025-04-14,1623.77
2025-04-14,1623.77
2025-04-13,1597.76
2025-04-12,1644.18
2025-04-11,1566.85
2025-04-11,1566.85
2025-04-10,1522.25
2025-04-10,1522.25
2025-04-10,1522.25
2025-04-09,1669.51
2025-04-09,1669.51
2025-04-09,1669.51
2025-04-09,1669.51
2025-04-08,1473.41
2025-04-08,1473.41
2025-04-08,1473.41
2025-04-07,1553.04
2025-04-07,1553.04
2025-04-06,1580.76
2025-04-06,1580.76
2025-04-04,1816.87
2025-04-04,1816.87
2025-04-04,1816.87
2025-04-04,1816.87
2025-04-04,1816.87
2025-04-04,1816.87
2025-04-04,1816.87
2025-04-03,1817.23
2025-04-03,1817.23
2025-04-03,1817.23
2025-04-03,1817.23
2025-04-03,1817.23
2025-04-03,1817.23
2025-04-02,1795.22
2025-04-02,1795.22
2025-04-02,1795.22
2025-04-02,1795.22
2025-04-02,1795.22
2025-04-02,1795.22
2025-04-01,1904.98
2025-04-01,1904.98
2025-04-01,1904.98
2025-04-01,1904.98
2025-03-31,1822.43
2025-03-31,1822.43
2025-03-31,1822.43
2025-03-30,1807.74
2025-03-29,1828.08
2025-04-19,1613.27
2025-04-19,1613.27
2025-04-19,1613.27
2025-04-18,1588.6
2025-04-17,1583.62
2025-04-16,1577.14
2025-04-16,1577.14
2025-04-14,1623.77
2025-04-14,1623.77
2025-04-14,1623.77
2025-04-13,1597.76
2025-04-12,1644.18
2025-04-11,1566.85
2025-04-11,1566.85
2025-04-09,1669.51
2025-04-09,1669.51
2025-04-09,1669.51
2025-04-09,1669.51
2025-04-08,1473.41
2025-04-08,1473.41
2025-04-07,1553.04
2025-04-06,1580.76
2025-04-06,1580.76
2025-04-04,1816.87
2025-04-04,1816.87
2025-04-04,1816.87
2025-04-04,1816.87
2025-04-04,1816.87
2025-04-03,1817.23
2025-04-03,1817.23
2025-04-03,1817.23
2025-04-03,1817.23
2025-04-03,1817.23
2025-04-03,1817.23
2025-04-03,1817.23
2025-04-02,1795.22
2025-04-02,1795.22
2025-04-02,1795.22
2025-04-02,1795.22
2025-04-02,1795.22
2025-04-01,1904.98
2025-04-01,1904.98
2025-03-31,1822.43
2025-03-30,1807.74
2025-03-28,1896.9
2025-03-25,2066.15
2025-03-24,2081.2
2025-03-23,2005.99
2025-03-22,1980.69
2025-03-21,1965.75
2025-03-19,2056.06
2025-03-19,2056.06
2025-03-17,1926.31
2025-03-16,1887.0
2025-03-16,1887.0
2025-03-16,1887.0
2025-03-13,1864.59
2025-03-11,1923.43
2025-03-07,2141.6
2025-03-05,2241.59
