Date,ETH_Price
4/2/2025,1795.22
4/2/2025,1795.22
4/2/2025,1795.22
4/2/2025,1795.22
4/2/2025,1795.22
4/2/2025,1795.22
4/2/2025,1795.22
4/2/2025,1795.22
4/2/2025,1795.22
4/2/2025,1795.22
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/3/2025,1817.23
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/4/2025,1816.87
4/6/2025,1580.76
4/6/2025,1580.76
4/6/2025,1580.76
4/6/2025,1580.76
4/6/2025,1580.76
4/6/2025,1580.76
4/7/2025,1553.04
4/7/2025,1553.04
4/7/2025,1553.04
4/7/2025,1553.04
4/7/2025,1553.04
4/7/2025,1553.04
4/7/2025,1553.04
4/7/2025,1553.04
4/8/2025,1473.41
4/8/2025,1473.41
4/8/2025,1473.41
4/8/2025,1473.41
4/8/2025,1473.41
4/8/2025,1473.41
4/8/2025,1473.41
4/8/2025,1473.41
4/8/2025,1473.41
4/8/2025,1473.41
4/8/2025,1473.41
4/8/2025,1473.41
4/8/2025,1473.41
4/9/2025,1669.51
4/9/2025,1669.51
4/9/2025,1669.51
4/9/2025,1669.51
4/9/2025,1669.51
4/9/2025,1669.51
4/9/2025,1669.51
4/9/2025,1669.51
4/9/2025,1669.51
4/9/2025,1669.51
4/9/2025,1669.51
4/10/2025,1522.25
4/10/2025,1522.25
4/10/2025,1522.25
4/10/2025,1522.25
4/11/2025,1566.85
4/11/2025,1566.85
4/11/2025,1566.85
4/11/2025,1566.85
4/11/2025,1566.85
4/11/2025,1566.85
4/11/2025,1566.85
4/12/2025,1644.18
4/12/2025,1644.18
4/12/2025,1644.18
4/12/2025,1644.18
4/13/2025,1597.76
4/13/2025,1597.76
4/13/2025,1597.76
4/13/2025,1597.76
4/14/2025,1623.77
4/14/2025,1623.77
4/14/2025,1623.77
4/14/2025,1623.77
4/14/2025,1623.77
4/14/2025,1623.77
4/14/2025,1623.77
4/14/2025,1623.77
4/14/2025,1623.77
4/14/2025,1623.77
4/14/2025,1623.77
4/14/2025,1623.77
4/14/2025,1623.77
4/14/2025,1623.77
4/14/2025,1623.77
4/14/2025,1623.77
4/14/2025,1623.77
4/16/2025,1577.14
4/16/2025,1577.14
4/16/2025,1577.14
4/16/2025,1577.14
4/16/2025,1577.14
4/16/2025,1577.14
4/16/2025,1577.14
4/16/2025,1577.14
4/16/2025,1577.14
4/16/2025,1577.14
4/16/2025,1577.14
4/17/2025,1583.62
4/17/2025,1583.62
4/17/2025,1583.62
4/17/2025,1583.62
4/17/2025,1583.62
4/18/2025,1588.6
4/18/2025,1588.6
4/18/2025,1588.6
4/18/2025,1588.6
4/18/2025,1588.6
4/19/2025,1613.27
4/19/2025,1613.27
4/19/2025,1613.27
4/19/2025,1613.27
4/19/2025,1613.27
4/19/2025,1613.27
4/19/2025,1613.27
4/19/2025,1613.27
4/19/2025,1613.27
4/19/2025,1613.27
4/19/2025,1613.27
4/19/2025,1613.27
4/19/2025,1613.27
4/21/2025,1579.57
4/21/2025,1579.57
4/21/2025,1579.57
4/21/2025,1579.57
4/22/2025,1756.26
4/22/2025,1756.26
4/22/2025,1756.26
4/22/2025,1756.26
4/22/2025,1756.26
4/23/2025,1795.07
4/23/2025,1795.07
4/23/2025,1795.07
4/24/2025,1769.65
4/24/2025,1769.65
4/25/2025,1784.6
4/27/2025,1791.29
4/28/2025,1799.88
5/1/2025,1838.11
5/2/2025,1842.2
5/2/2025,1842.2
5/2/2025,1842.2
5/2/2025,1842.2
5/2/2025,1842.2
5/3/2025,1833.52
5/3/2025,1833.52
5/3/2025,1833.52
5/3/2025,1833.52
5/3/2025,1833.52
5/4/2025,1808.86
5/4/2025,1808.86
5/4/2025,1808.86
5/4/2025,1808.86
5/4/2025,1808.86
5/5/2025,1820.19
5/5/2025,1820.19
5/5/2025,1820.19
5/5/2025,1820.19
5/5/2025,1820.19
5/5/2025,1820.19
5/5/2025,1820.19
5/5/2025,1820.19
5/5/2025,1820.19
5/6/2025,1817.0
5/6/2025,1817.0
5/6/2025,1817.0
5/6/2025,1817.0
5/7/2025,1811.11
5/7/2025,1811.11
5/7/2025,1811.11
5/7/2025,1811.11
5/7/2025,1811.11
5/7/2025,1811.11
5/7/2025,1811.11
5/7/2025,1811.11
5/7/2025,1811.11
5/7/2025,1811.11
5/8/2025,2207.39
5/8/2025,2207.39
5/8/2025,2207.39
5/8/2025,2207.39
5/8/2025,2207.39
5/8/2025,2207.39
5/8/2025,2207.39
5/8/2025,2207.39
5/8/2025,2207.39
5/8/2025,2207.39
5/8/2025,2207.39
5/8/2025,2207.39
5/9/2025,2345.04
5/9/2025,2345.04
5/9/2025,2345.04
5/9/2025,2345.04
5/9/2025,2345.04
5/9/2025,2345.04
5/9/2025,2345.04
5/9/2025,2345.04
5/9/2025,2345.04
5/9/2025,2345.04
5/9/2025,2345.04
5/9/2025,2345.04
5/9/2025,2345.04
5/10/2025,2583.23
5/10/2025,2583.23
5/10/2025,2583.23
5/10/2025,2583.23
5/10/2025,2583.23
5/10/2025,2583.23
5/10/2025,2583.23
5/10/2025,2583.23
5/10/2025,2583.23
5/10/2025,2583.23
5/10/2025,2583.23
5/10/2025,2583.23
5/10/2025,2583.23
5/10/2025,2583.23
5/10/2025,2583.23
5/10/2025,2583.23
5/10/2025,2583.23
5/10/2025,2583.23
5/10/2025,2583.23
5/10/2025,2583.23
5/11/2025,2514.57
5/11/2025,2514.57
5/11/2025,2514.57
5/11/2025,2514.57
5/11/2025,2514.57
5/11/2025,2514.57
5/11/2025,2514.57
5/11/2025,2514.57
5/11/2025,2514.57
5/11/2025,2514.57
5/11/2025,2514.57
5/11/2025,2514.57
5/11/2025,2514.57
5/11/2025,2514.57
5/12/2025,2495.47
5/12/2025,2495.47
5/12/2025,2495.47
5/12/2025,2495.47
5/12/2025,2495.47
5/12/2025,2495.47
5/12/2025,2495.47
5/12/2025,2495.47
5/13/2025,2679.71
5/13/2025,2679.71
5/13/2025,2679.71
5/13/2025,2679.71
5/13/2025,2679.71
5/13/2025,2679.71
5/13/2025,2679.71
5/13/2025,2679.71
5/13/2025,2679.71
5/13/2025,2679.71
5/13/2025,2679.71
5/13/2025,2679.71
5/13/2025,2679.71
5/13/2025,2679.71
5/13/2025,2679.71
5/13/2025,2679.71
5/13/2025,2679.71
5/13/2025,2679.71
5/14/2025,2609.74
5/14/2025,2609.74
5/14/2025,2609.74
5/14/2025,2609.74
5/14/2025,2609.74
5/14/2025,2609.74
5/14/2025,2609.74
5/14/2025,2609.74
5/14/2025,2609.74
5/14/2025,2609.74
5/14/2025,2609.74
5/14/2025,2609.74
5/14/2025,2609.74
5/14/2025,2609.74
5/14/2025,2609.74
5/14/2025,2609.74
5/14/2025,2609.74
5/14/2025,2609.74
5/14/2025,2609.74
5/14/2025,2609.74
5/14/2025,2609.74
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/15/2025,2548.69
5/16/2025,2537.12
5/16/2025,2537.12
5/16/2025,2537.12
5/16/2025,2537.12
5/16/2025,2537.12
5/16/2025,2537.12
5/16/2025,2537.12
5/16/2025,2537.12
5/16/2025,2537.12
5/16/2025,2537.12
5/16/2025,2537.12
5/16/2025,2537.12
5/16/2025,2537.12
5/16/2025,2537.12
5/16/2025,2537.12
5/16/2025,2537.12
5/16/2025,2537.12
5/16/2025,2537.12
5/16/2025,2537.12
