post,sentiment,url,published_date,published_time,price_xrp,confidence,sentiment_label,sentiment_score
Ripple's RLUSD Stablecoin Explodes With 106% Growth in Volumes: Details,Positive,https://cryptopanic.com/news/20482034/Ripples-RLUSD-Stablecoin-Explodes-With-106-Growth-in-Volumes-Details?mtm_campaign=API-OFA,12/28/2024,15:15:00,2.41,0.966659784,Bullish,0.496908337
Ripple's RLUSD Stablecoin Explodes With 106% Growth in Volumes: Details,Positive,https://cryptopanic.com/news/20482034/Ripples-RLUSD-Stablecoin-Explodes-With-106-Growth-in-Volumes-Details?mtm_campaign=API-OFA,12/28/2024,15:15:00,2.41,0.966659784,Bullish,0.496908337
"XRP Trading Volume Soars in South Korea, Surpassing Bitcoin and Ethereum",Positive,https://cryptopanic.com/news/20494994/XRP-Trading-Volume-Soars-in-South-Korea-Surpassing-Bitcoin-and-Ethereum?mtm_campaign=API-OFA,1/1/2025,18:00:38,2.3328,0.528085649,Bullish,0.710705101
"XRP Trading Volume Soars in South Korea, Surpassing Bitcoin and Ethereum",Positive,https://cryptopanic.com/news/20494994/XRP-Trading-Volume-Soars-in-South-Korea-Surpassing-Bitcoin-and-Ethereum?mtm_campaign=API-OFA,1/1/2025,18:00:38,2.41,0.528085649,Bullish,0.710705101
"XRP Might Drop Below $2, Goldman Sachs Makes Key Fed Prediction, Ripple's RLUSD Flips Major Stablecoins in This Key Metric: Crypto News Digest by U.Today",Neutral,https://cryptopanic.com/news/20905184/XRP-Might-Drop-Below-2-Goldman-Sachs-Makes-Key-Fed-Prediction-Ripples-RLUSD-Flips-Major-Stablecoins-in-This-Key-Metric-Crypto-News-Digest-by-UToday?mtm_campaign=API-OFA,1/4/2025,16:22:00,2.1387,0.999413848,Neutral,0.511576891
"XRP Might Drop Below $2, Goldman Sachs Makes Key Fed Prediction, Ripple's RLUSD Flips Major Stablecoins in This Key Metric: Crypto News Digest by U.Today",Neutral,https://cryptopanic.com/news/20905184/XRP-Might-Drop-Below-2-Goldman-Sachs-Makes-Key-Fed-Prediction-Ripples-RLUSD-Flips-Major-Stablecoins-in-This-Key-Metric-Crypto-News-Digest-by-UToday?mtm_campaign=API-OFA,1/4/2025,16:22:00,2.1387,0.999413848,Neutral,0.511576891
"Grayscale files S-3 to turn Bitcoin, Ether, XRP, and ADA large cap fund into a spot ETF",Neutral,https://cryptopanic.com/news/20904739/Grayscale-files-S-3-to-turn-Bitcoin-Ether-XRP-and-ADA-large-cap-fund-into-a-spot-ETF?mtm_campaign=API-OFA,1/4/2025,14:56:04,2.1387,0.999996424,Neutral,0.801192641
"XRP Might Drop Below $2, Goldman Sachs Makes Key Fed Prediction, Ripple's RLUSD Flips Major Stablecoins in This Key Metric: Crypto News Digest by U.Today",Neutral,https://cryptopanic.com/news/20905184/XRP-Might-Drop-Below-2-Goldman-Sachs-Makes-Key-Fed-Prediction-Ripples-RLUSD-Flips-Major-Stablecoins-in-This-Key-Metric-Crypto-News-Digest-by-UToday?mtm_campaign=API-OFA,1/4/2025,16:22:00,2.1387,0.999413848,Neutral,0.511576891
Cardano Price Witnesses Bullish Resurgence With 26% Rally — Here’s The Likely Catalyst,Positive,https://cryptopanic.com/news/20507062/Cardano-Price-Witnesses-Bullish-Resurgence-With-26-Rally-Heres-The-Likely-Catalyst?mtm_campaign=API-OFA,1/5/2025,8:00:00,2.41,0.999997497,Neutral,0.718406022
"XRP ETF likely to launch after Bitcoin and Ether ETFs, says Ripple President",Neutral,https://cryptopanic.com/news/20522087/XRP-ETF-likely-to-launch-after-Bitcoin-and-Ether-ETFs-says-Ripple-President?mtm_campaign=API-OFA,1/8/2025,13:46:50,2.41,0.999945998,Neutral,0.724968791
XRP Investors Cash Out $1.6 Billion Amid Market Stagnation,Neutral,https://cryptopanic.com/news/20520534/XRP-Investors-Cash-Out-16-Billion-Amid-Market-Stagnation?mtm_campaign=API-OFA,1/8/2025,8:34:08,2.41,0.889470816,Neutral,0.598658621
XRP Investors Cash Out $1.6 Billion Amid Market Stagnation,Neutral,https://cryptopanic.com/news/20520534/XRP-Investors-Cash-Out-16-Billion-Amid-Market-Stagnation?mtm_campaign=API-OFA,1/8/2025,8:34:08,2.41,0.889470816,Neutral,0.598658621
XRP Forms First Bearish Signal of 2025: Details,Neutral,https://cryptopanic.com/news/20528075/XRP-Forms-First-Bearish-Signal-of-2025-Details?mtm_campaign=API-OFA,1/9/2025,15:58:00,2.41,0.999762475,Bullish,0.503914952
"U.S. DOJ Approved to Sell 69,370 Bitcoin, Sparking a Crypto Crash",Neutral,https://cryptopanic.com/news/20525292/US-DOJ-Approved-to-Sell-69370-Bitcoin-Sparking-a-Crypto-Crash?mtm_campaign=API-OFA,1/9/2025,5:45:08,2.41,0.998882115,Bearish,0.517256796
XRP Forms First Bearish Signal of 2025: Details,Neutral,https://cryptopanic.com/news/20528075/XRP-Forms-First-Bearish-Signal-of-2025-Details?mtm_campaign=API-OFA,1/9/2025,15:58:00,2.41,0.999762475,Bullish,0.503914952
"Bank Of America’s XRP Adoption: Impact, Price Prediction",Neutral,https://cryptopanic.com/news/20534737/Bank-Of-Americas-XRP-Adoption-Impact-Price-Prediction?mtm_campaign=API-OFA,1/10/2025,23:42:00,2.41,0.999975204,Bullish,0.553173304
"XRP ‘just days’ away from all-time high breakout, according to analyst",Neutral,https://cryptopanic.com/news/20535998/XRP-just-days-away-from-all-time-high-breakout-according-to-analyst?mtm_campaign=API-OFA,1/11/2025,11:18:39,2.41,0.99972111,Neutral,0.941609204
Crypto ETFs to Boom in 2025: 50 Launches Predicted,Positive,https://cryptopanic.com/news/20541759/Crypto-ETFs-to-Boom-in-2025-50-Launches-Predicted?mtm_campaign=API-OFA,1/13/2025,8:41:14,2.5232,0.9188537,Neutral,0.641916275
Crypto ETFs to Boom in 2025: 50 Launches Predicted,Positive,https://cryptopanic.com/news/20541759/Crypto-ETFs-to-Boom-in-2025-50-Launches-Predicted?mtm_campaign=API-OFA,1/13/2025,8:41:14,2.5232,0.9188537,Neutral,0.641916275
Crypto ETFs to Boom in 2025: 50 Launches Predicted,Positive,https://cryptopanic.com/news/20541759/Crypto-ETFs-to-Boom-in-2025-50-Launches-Predicted?mtm_campaign=API-OFA,1/13/2025,8:41:14,2.41,0.9188537,Neutral,0.641916275
Crypto ETFs to Boom in 2025: 50 Launches Predicted,Positive,https://cryptopanic.com/news/20541759/Crypto-ETFs-to-Boom-in-2025-50-Launches-Predicted?mtm_campaign=API-OFA,1/13/2025,8:41:14,2.41,0.9188537,Neutral,0.641916275
"JPMorgan Chase Predicts XRP, Solana ETFs Will Attract up to $8,000,000,000 Each: Report",Neutral,https://cryptopanic.com/news/20550095/JPMorgan-Chase-Predicts-XRP-Solana-ETFs-Will-Attract-up-to-8000000000-Each-Report?mtm_campaign=API-OFA,1/14/2025,19:05:24,2.6673,0.999937415,Neutral,0.649303496
"JPMorgan Chase Predicts XRP, Solana ETFs Will Attract up to $8,000,000,000 Each: Report",Neutral,https://cryptopanic.com/news/20550095/JPMorgan-Chase-Predicts-XRP-Solana-ETFs-Will-Attract-up-to-8000000000-Each-Report?mtm_campaign=API-OFA,1/14/2025,19:05:24,2.6673,0.999937415,Neutral,0.649303496
"JPMorgan Chase Predicts XRP, Solana ETFs Will Attract up to $8,000,000,000 Each: Report",Neutral,https://cryptopanic.com/news/20550095/JPMorgan-Chase-Predicts-XRP-Solana-ETFs-Will-Attract-up-to-8000000000-Each-Report?mtm_campaign=API-OFA,1/14/2025,19:05:24,2.41,0.999937415,Neutral,0.649303496
"JPMorgan Chase Predicts XRP, Solana ETFs Will Attract up to $8,000,000,000 Each: Report",Neutral,https://cryptopanic.com/news/20550095/JPMorgan-Chase-Predicts-XRP-Solana-ETFs-Will-Attract-up-to-8000000000-Each-Report?mtm_campaign=API-OFA,1/14/2025,19:05:24,2.41,0.999937415,Neutral,0.649303496
XRP surged past $3 for the first time since 2018,Positive,https://cryptopanic.com/news/20555500/XRP-surged-past-3-for-the-first-time-since-2018?mtm_campaign=API-OFA,1/15/2025,18:26:06,3.1429,0.999985456,Bullish,0.579202056
XRP Surges as Wider Crypto Market Remains Flat. Why is it Up Today?,Positive,https://cryptopanic.com/news/20553686/XRP-Surges-as-Wider-Crypto-Market-Remains-Flat-Why-is-it-Up-Today?mtm_campaign=API-OFA,1/15/2025,12:44:01,3.1429,0.999945998,Bullish,0.614453435
XRP surged past $3 for the first time since 2018,Positive,https://cryptopanic.com/news/20555500/XRP-surged-past-3-for-the-first-time-since-2018?mtm_campaign=API-OFA,1/15/2025,18:26:06,2.41,0.999985456,Bullish,0.579202056
XRP Surges as Wider Crypto Market Remains Flat. Why is it Up Today?,Positive,https://cryptopanic.com/news/20553686/XRP-Surges-as-Wider-Crypto-Market-Remains-Flat-Why-is-it-Up-Today?mtm_campaign=API-OFA,1/15/2025,12:44:01,2.41,0.999945998,Bullish,0.614453435
Trump Considers US-based Crypto Reserve,Neutral,https://cryptopanic.com/news/20559663/Trump-Considers-US-based-Crypto-Reserve?mtm_campaign=API-OFA,1/16/2025,11:55:47,3.2451,0.999949098,Neutral,0.53238225
Trump Considers US-based Crypto Reserve,Neutral,https://cryptopanic.com/news/20559663/Trump-Considers-US-based-Crypto-Reserve?mtm_campaign=API-OFA,1/16/2025,11:55:47,3.2451,0.999949098,Neutral,0.53238225
Trump Considers US-based Crypto Reserve,Neutral,https://cryptopanic.com/news/20559663/Trump-Considers-US-based-Crypto-Reserve?mtm_campaign=API-OFA,1/16/2025,11:55:47,2.41,0.999949098,Neutral,0.53238225
Trump Considers US-based Crypto Reserve,Neutral,https://cryptopanic.com/news/20559663/Trump-Considers-US-based-Crypto-Reserve?mtm_campaign=API-OFA,1/16/2025,11:55:47,2.41,0.999949098,Neutral,0.53238225
XRP Chart Pattern Predicts Breakout to $4; What's Next?,Neutral,https://cryptopanic.com/news/20571435/XRP-Chart-Pattern-Predicts-Breakout-to-4-Whats-Next?mtm_campaign=API-OFA,1/19/2025,9:50:00,2.9587,0.999992251,Neutral,0.705740035
XRP Chart Pattern Predicts Breakout to $4; What's Next?,Neutral,https://cryptopanic.com/news/20571435/XRP-Chart-Pattern-Predicts-Breakout-to-4-Whats-Next?mtm_campaign=API-OFA,1/19/2025,9:50:00,2.9587,0.999992251,Neutral,0.705740035
XRP Chart Pattern Predicts Breakout to $4; What's Next?,Neutral,https://cryptopanic.com/news/20571435/XRP-Chart-Pattern-Predicts-Breakout-to-4-Whats-Next?mtm_campaign=API-OFA,1/19/2025,9:50:00,2.41,0.999992251,Neutral,0.705740035
XRP Chart Pattern Predicts Breakout to $4; What's Next?,Neutral,https://cryptopanic.com/news/20571435/XRP-Chart-Pattern-Predicts-Breakout-to-4-Whats-Next?mtm_campaign=API-OFA,1/19/2025,9:50:00,2.41,0.999992251,Neutral,0.705740035
"XRP Lawsuit News: Deaton Says SEC Appeal Likely to Be Dismissed, Reveals What’s Next",Neutral,https://cryptopanic.com/news/20581685/XRP-Lawsuit-News-Deaton-Says-SEC-Appeal-Likely-to-Be-Dismissed-Reveals-Whats-Next?mtm_campaign=API-OFA,1/21/2025,12:13:58,3.1738,0.999290466,Neutral,0.741343081
"XRP Lawsuit News: Deaton Says SEC Appeal Likely to Be Dismissed, Reveals What’s Next",Neutral,https://cryptopanic.com/news/20581685/XRP-Lawsuit-News-Deaton-Says-SEC-Appeal-Likely-to-Be-Dismissed-Reveals-Whats-Next?mtm_campaign=API-OFA,1/21/2025,12:13:58,2.41,0.999290466,Neutral,0.741343081
"CME website hints at XRP, SOL futures debut in February",Neutral,https://cryptopanic.com/news/20590634/CME-website-hints-at-XRP-SOL-futures-debut-in-February?mtm_campaign=API-OFA,1/22/2025,21:21:45,3.1803,0.999989152,Neutral,0.808986127
"CME website hints at XRP, SOL futures debut in February",Neutral,https://cryptopanic.com/news/20590634/CME-website-hints-at-XRP-SOL-futures-debut-in-February?mtm_campaign=API-OFA,1/22/2025,21:21:45,2.41,0.999989152,Neutral,0.808986127
Ripple (XRP) CTO Defends XRPL Decentralization Amid Crypto Reserve Debate,Neutral,https://cryptopanic.com/news/20611886/Ripple-XRP-CTO-Defends-XRPL-Decentralization-Amid-Crypto-Reserve-Debate?mtm_campaign=API-OFA,1/27/2025,17:07:00,3.0552,0.918326616,Bullish,0.657661378
Ondo Finance brings tokenized US Treasury fund on Ripple’s XRP Ledger,Neutral,https://cryptopanic.com/news/20616755/Ondo-Finance-brings-tokenized-US-Treasury-fund-on-Ripples-XRP-Ledger?mtm_campaign=API-OFA,1/28/2025,15:34:33,3.0572,0.999993443,Neutral,0.828011692
Ondo Finance brings tokenized US Treasury fund on Ripple’s XRP Ledger,Neutral,https://cryptopanic.com/news/20616755/Ondo-Finance-brings-tokenized-US-Treasury-fund-on-Ripples-XRP-Ledger?mtm_campaign=API-OFA,1/28/2025,15:34:33,3.0572,0.999993443,Neutral,0.828011692
Ondo Finance brings tokenized US Treasury fund on Ripple’s XRP Ledger,Neutral,https://cryptopanic.com/news/20616755/Ondo-Finance-brings-tokenized-US-Treasury-fund-on-Ripples-XRP-Ledger?mtm_campaign=API-OFA,1/28/2025,15:34:33,2.41,0.999993443,Neutral,0.828011692
XRP Lawsuit News: Ripple CLO Says Case Will Be Withdrawn By SEC Under Atkins in 2025,Neutral,https://cryptopanic.com/news/20621922/XRP-Lawsuit-News-Ripple-CLO-Says-Case-Will-Be-Withdrawn-By-SEC-Under-Atkins-in-2025?mtm_campaign=API-OFA,1/29/2025,15:38:29,3.0683,0.999709904,Neutral,0.746958315
XRP Lawsuit News: Ripple CLO Says Case Will Be Withdrawn By SEC Under Atkins in 2025,Neutral,https://cryptopanic.com/news/20621922/XRP-Lawsuit-News-Ripple-CLO-Says-Case-Will-Be-Withdrawn-By-SEC-Under-Atkins-in-2025?mtm_campaign=API-OFA,1/29/2025,15:38:29,3.0683,0.999709904,Neutral,0.746958315
'XRP Looks Like Best Altcoin': Seasoned Trader Shares His Chart,Neutral,https://cryptopanic.com/news/20621262/XRP-Looks-Like-Best-Altcoin-Seasoned-Trader-Shares-His-Chart?mtm_campaign=API-OFA,1/29/2025,13:36:00,3.0683,0.998703837,Bullish,0.634730637
XRP Lawsuit News: Ripple CLO Says Case Will Be Withdrawn By SEC Under Atkins in 2025,Neutral,https://cryptopanic.com/news/20621922/XRP-Lawsuit-News-Ripple-CLO-Says-Case-Will-Be-Withdrawn-By-SEC-Under-Atkins-in-2025?mtm_campaign=API-OFA,1/29/2025,15:38:29,2.41,0.999709904,Neutral,0.746958315
Sui Network to unlock millions of SUI this week – Should you be worried?,Neutral,https://cryptopanic.com/news/20633173/Sui-Network-to-unlock-millions-of-SUI-this-week-Should-you-be-worried?mtm_campaign=API-OFA,1/31/2025,16:43:16,3.0361,0.9999156,Neutral,0.948447108
Sui Network to unlock millions of SUI this week – Should you be worried?,Neutral,https://cryptopanic.com/news/20633173/Sui-Network-to-unlock-millions-of-SUI-this-week-Should-you-be-worried?mtm_campaign=API-OFA,1/31/2025,16:43:16,3.0361,0.9999156,Neutral,0.948447108
RLUSD Major Milestone Triggers Warning for XRP Community: Details,Neutral,https://cryptopanic.com/news/20631882/RLUSD-Major-Milestone-Triggers-Warning-for-XRP-Community-Details?mtm_campaign=API-OFA,1/31/2025,12:42:00,3.0361,0.968977273,Bullish,0.683459401
XRP ETF Next? Polymarket Bets 83% on Approval as Institutional Interest Soars,Neutral,https://cryptopanic.com/news/20631867/XRP-ETF-Next-Polymarket-Bets-83-on-Approval-as-Institutional-Interest-Soars?mtm_campaign=API-OFA,1/31/2025,12:36:45,3.0361,0.985287189,Neutral,0.58213383
Sui Network to unlock millions of SUI this week – Should you be worried?,Neutral,https://cryptopanic.com/news/20633173/Sui-Network-to-unlock-millions-of-SUI-this-week-Should-you-be-worried?mtm_campaign=API-OFA,1/31/2025,16:43:16,2.41,0.9999156,Neutral,0.948447108
XRP Suddenly Collapses 14%. It Might Get Worse,Negative,https://cryptopanic.com/news/20639252/XRP-Suddenly-Collapses-14-It-Might-Get-Worse?mtm_campaign=API-OFA,2/2/2025,18:30:16,2.58,0.999917865,Bullish,0.502966404
XRP Sees Calm Before the Storm after Ripple CEO Signals the Inclusion of XRP in U.S. Strategic Reserve,Neutral,https://cryptopanic.com/news/20638446/XRP-Sees-Calm-Before-the-Storm-after-Ripple-CEO-Signals-the-Inclusion-of-XRP-in-US-Strategic-Reserve?mtm_campaign=API-OFA,2/2/2025,13:18:22,2.58,0.911658943,Neutral,0.51015079
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",Neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,2/3/2025,19:31:52,2.9396,0.999990702,Neutral,0.735193789
"Bitcoin Will Explode Over $120,000 on Monday as ETF Demand Skyrockets Amid Trump’s BTC Reserve Announcement",Negative,https://cryptopanic.com/news/20769674/Bitcoin-Will-Explode-Over-120000-on-Monday-as-ETF-Demand-Skyrockets-Amid-Trumps-BTC-Reserve-Announcement?mtm_campaign=API-OFA,2/3/2025,17:20:45,2.9396,0.997106969,Neutral,0.499169648
"Breaking: Trump Announces U.S. Crypto Strategic Reserve Including XRP, SOL, ADA, BTC, and ETH",Neutral,https://cryptopanic.com/news/20769643/Breaking-Trump-Announces-US-Crypto-Strategic-Reserve-Including-XRP-SOL-ADA-BTC-and-ETH?mtm_campaign=API-OFA,2/3/2025,17:11:40,2.9396,0.995677292,Neutral,0.534079611
Trump says Bitcoin and Ethereum will be included in US crypto reserve,Neutral,https://cryptopanic.com/news/20769569/Trump-says-Bitcoin-and-Ethereum-will-be-included-in-US-crypto-reserve?mtm_campaign=API-OFA,2/3/2025,16:46:55,2.9396,0.999987721,Neutral,0.651403427
"President Trump announces a Crypto Strategic Reserve that includes XRP, SOL, and ADA",Neutral,https://cryptopanic.com/news/20769419/President-Trump-announces-a-Crypto-Strategic-Reserve-that-includes-XRP-SOL-and-ADA?mtm_campaign=API-OFA,2/3/2025,16:01:45,2.9396,0.999983788,Neutral,0.51837039
"Trump directs working group to ‘move forward’ on SOL, XRP, and ADA Crypto Strategic Reserve",Neutral,https://cryptopanic.com/news/20769328/Trump-directs-working-group-to-move-forward-on-SOL-XRP-and-ADA-Crypto-Strategic-Reserve?mtm_campaign=API-OFA,2/3/2025,15:47:32,2.9396,0.99999404,Neutral,0.76990962
"Trump to include XRP, SOL, and ADA in US crypto reserve",Neutral,https://cryptopanic.com/news/20769299/Trump-to-include-XRP-SOL-and-ADA-in-US-crypto-reserve?mtm_campaign=API-OFA,2/3/2025,15:34:02,2.9396,0.999988198,Neutral,0.763168156
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",Neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,2/3/2025,19:31:52,2.9396,0.999990702,Neutral,0.735193789
Ripple’s XRP Bulls Show Dominant Presence as Bears Get Rejected at Major 2017-2018 Support Level,Positive,https://cryptopanic.com/news/20769950/Ripples-XRP-Bulls-Show-Dominant-Presence-as-Bears-Get-Rejected-at-Major-2017-2018-Support-Level?mtm_campaign=API-OFA,2/3/2025,19:10:28,2.9396,0.999425769,Neutral,0.631858289
"Bitcoin Will Explode Over $120,000 on Monday as ETF Demand Skyrockets Amid Trump’s BTC Reserve Announcement",Negative,https://cryptopanic.com/news/20769674/Bitcoin-Will-Explode-Over-120000-on-Monday-as-ETF-Demand-Skyrockets-Amid-Trumps-BTC-Reserve-Announcement?mtm_campaign=API-OFA,2/3/2025,17:20:45,2.9396,0.997106969,Neutral,0.499169648
"Breaking: Trump Announces U.S. Crypto Strategic Reserve Including XRP, SOL, ADA, BTC, and ETH",Neutral,https://cryptopanic.com/news/20769643/Breaking-Trump-Announces-US-Crypto-Strategic-Reserve-Including-XRP-SOL-ADA-BTC-and-ETH?mtm_campaign=API-OFA,2/3/2025,17:11:40,2.9396,0.995677292,Neutral,0.534079611
Trump says Bitcoin and Ethereum will be included in US crypto reserve,Neutral,https://cryptopanic.com/news/20769569/Trump-says-Bitcoin-and-Ethereum-will-be-included-in-US-crypto-reserve?mtm_campaign=API-OFA,2/3/2025,16:46:55,2.9396,0.999987721,Neutral,0.651403427
"President Trump announces a Crypto Strategic Reserve that includes XRP, SOL, and ADA",Neutral,https://cryptopanic.com/news/20769419/President-Trump-announces-a-Crypto-Strategic-Reserve-that-includes-XRP-SOL-and-ADA?mtm_campaign=API-OFA,2/3/2025,16:01:45,2.9396,0.999983788,Neutral,0.51837039
"Trump directs working group to ‘move forward’ on SOL, XRP, and ADA Crypto Strategic Reserve",Neutral,https://cryptopanic.com/news/20769328/Trump-directs-working-group-to-move-forward-on-SOL-XRP-and-ADA-Crypto-Strategic-Reserve?mtm_campaign=API-OFA,2/3/2025,15:47:32,2.9396,0.99999404,Neutral,0.76990962
"Trump to include XRP, SOL, and ADA in US crypto reserve",Neutral,https://cryptopanic.com/news/20769299/Trump-to-include-XRP-SOL-and-ADA-in-US-crypto-reserve?mtm_campaign=API-OFA,2/3/2025,15:34:02,2.9396,0.999988198,Neutral,0.763168156
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",Neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,2/3/2025,19:31:52,2.9396,0.999990702,Neutral,0.735193789
Ripple’s XRP Bulls Show Dominant Presence as Bears Get Rejected at Major 2017-2018 Support Level,Positive,https://cryptopanic.com/news/20769950/Ripples-XRP-Bulls-Show-Dominant-Presence-as-Bears-Get-Rejected-at-Major-2017-2018-Support-Level?mtm_campaign=API-OFA,2/3/2025,19:10:28,2.9396,0.999425769,Neutral,0.631858289
"Bitcoin Will Explode Over $120,000 on Monday as ETF Demand Skyrockets Amid Trump’s BTC Reserve Announcement",Negative,https://cryptopanic.com/news/20769674/Bitcoin-Will-Explode-Over-120000-on-Monday-as-ETF-Demand-Skyrockets-Amid-Trumps-BTC-Reserve-Announcement?mtm_campaign=API-OFA,2/3/2025,17:20:45,2.9396,0.997106969,Neutral,0.499169648
"Breaking: Trump Announces U.S. Crypto Strategic Reserve Including XRP, SOL, ADA, BTC, and ETH",Neutral,https://cryptopanic.com/news/20769643/Breaking-Trump-Announces-US-Crypto-Strategic-Reserve-Including-XRP-SOL-ADA-BTC-and-ETH?mtm_campaign=API-OFA,2/3/2025,17:11:40,2.9396,0.995677292,Neutral,0.534079611
Trump says Bitcoin and Ethereum will be included in US crypto reserve,Neutral,https://cryptopanic.com/news/20769569/Trump-says-Bitcoin-and-Ethereum-will-be-included-in-US-crypto-reserve?mtm_campaign=API-OFA,2/3/2025,16:46:55,2.9396,0.999987721,Neutral,0.651403427
"President Trump announces a Crypto Strategic Reserve that includes XRP, SOL, and ADA",Neutral,https://cryptopanic.com/news/20769419/President-Trump-announces-a-Crypto-Strategic-Reserve-that-includes-XRP-SOL-and-ADA?mtm_campaign=API-OFA,2/3/2025,16:01:45,2.9396,0.999983788,Neutral,0.51837039
"Trump directs working group to ‘move forward’ on SOL, XRP, and ADA Crypto Strategic Reserve",Neutral,https://cryptopanic.com/news/20769328/Trump-directs-working-group-to-move-forward-on-SOL-XRP-and-ADA-Crypto-Strategic-Reserve?mtm_campaign=API-OFA,2/3/2025,15:47:32,2.9396,0.99999404,Neutral,0.76990962
"Trump to include XRP, SOL, and ADA in US crypto reserve",Neutral,https://cryptopanic.com/news/20769299/Trump-to-include-XRP-SOL-and-ADA-in-US-crypto-reserve?mtm_campaign=API-OFA,2/3/2025,15:34:02,2.9396,0.999988198,Neutral,0.763168156
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",Neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,2/3/2025,19:31:52,2.9396,0.999990702,Neutral,0.735193789
"Bitcoin Will Explode Over $120,000 on Monday as ETF Demand Skyrockets Amid Trump’s BTC Reserve Announcement",Negative,https://cryptopanic.com/news/20769674/Bitcoin-Will-Explode-Over-120000-on-Monday-as-ETF-Demand-Skyrockets-Amid-Trumps-BTC-Reserve-Announcement?mtm_campaign=API-OFA,2/3/2025,17:20:45,2.9396,0.997106969,Neutral,0.499169648
Trump says Bitcoin and Ethereum will be included in US crypto reserve,Neutral,https://cryptopanic.com/news/20769569/Trump-says-Bitcoin-and-Ethereum-will-be-included-in-US-crypto-reserve?mtm_campaign=API-OFA,2/3/2025,16:46:55,2.9396,0.999987721,Neutral,0.651403427
"President Trump announces a Crypto Strategic Reserve that includes XRP, SOL, and ADA",Neutral,https://cryptopanic.com/news/20769419/President-Trump-announces-a-Crypto-Strategic-Reserve-that-includes-XRP-SOL-and-ADA?mtm_campaign=API-OFA,2/3/2025,16:01:45,2.9396,0.999983788,Neutral,0.51837039
"Trump to include XRP, SOL, and ADA in US crypto reserve",Neutral,https://cryptopanic.com/news/20769299/Trump-to-include-XRP-SOL-and-ADA-in-US-crypto-reserve?mtm_campaign=API-OFA,2/3/2025,15:34:02,2.9396,0.999988198,Neutral,0.763168156
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",Neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,2/3/2025,19:31:52,2.9396,0.999990702,Neutral,0.735193789
"Trump to include XRP, SOL, and ADA in US crypto reserve",Neutral,https://cryptopanic.com/news/20769299/Trump-to-include-XRP-SOL-and-ADA-in-US-crypto-reserve?mtm_campaign=API-OFA,2/3/2025,15:34:02,2.9396,0.999988198,Neutral,0.763168156
Kraken Announces Support for RLUSD As Stablecoin Integrates Into Ripple’s Payment’s Network,Neutral,https://cryptopanic.com/news/20912158/Kraken-Announces-Support-for-RLUSD-As-Stablecoin-Integrates-Into-Ripples-Payments-Network?mtm_campaign=API-OFA,2/4/2025,18:41:22,2.0237,0.99981302,Bearish,0.348044127
Kraken Announces Support for RLUSD As Stablecoin Integrates Into Ripple’s Payment’s Network,Neutral,https://cryptopanic.com/news/20912158/Kraken-Announces-Support-for-RLUSD-As-Stablecoin-Integrates-Into-Ripples-Payments-Network?mtm_campaign=API-OFA,2/4/2025,18:41:22,2.0237,0.99981302,Bearish,0.348044127
Kraken Announces Support for RLUSD As Stablecoin Integrates Into Ripple’s Payment’s Network,Neutral,https://cryptopanic.com/news/20912158/Kraken-Announces-Support-for-RLUSD-As-Stablecoin-Integrates-Into-Ripples-Payments-Network?mtm_campaign=API-OFA,2/4/2025,18:41:22,2.0237,0.99981302,Bearish,0.348044127
Ripple prepares for what could be an $800 million XRP dump in February,Neutral,https://cryptopanic.com/news/20648232/Ripple-prepares-for-what-could-be-an-800-million-XRP-dump-in-February?mtm_campaign=API-OFA,2/4/2025,15:03:15,2.41,0.997469664,Bearish,0.938842356
